account_number,account_type,balance_date,balance,name,date_of_birth,contact_number,first_line_of_address,transaction_id,account_to,transaction_date,value
61087394,Basic,2023-01-31,112.81,Lalo Cheesman,1967-10-02,077507591005,1 Lawn Point,4416585330,37789180,2023-02-08,1621.0
91829198,Gold,2023-01-31,103.19,Kimball Penright,1988-06-18,077229437147,162 Beilfuss Place,4456138882,56843498,2023-02-09,1156.9
22830156,Basic,2023-01-31,596.06,Elli Cater,1942-11-04,077563267406,401 Summerview Terrace,4504569876,64228624,2023-02-12,1153.9
56483442,Gold,2023-01-31,151.85,Rudd Surmeir,1970-10-22,077941697234,201 Parkside Road,4513208813,93981472,2023-02-02,1298.8
56458213,Gold,2023-01-31,731.3,Vasily McVeagh,1963-07-17,077375175770,3 Dennis Plaza,4527381423,16984772,2023-02-02,1351.2
53260868,Basic,2023-01-31,966.85,Bobbee Sterre,1973-09-25,077104773838,2776 Macpherson Avenue,4529731146,33240853,2023-02-07,1429.1
94208888,Gold,2023-01-31,97.84,Stephine Paprotny,1996-11-09,077907183989,48728 Maywood Center,4571894759,89369216,2023-02-11,1944.9
15914466,Gold,2023-01-31,436.62,Kathy Naden,1951-07-01,077409895649,29316 Monterey Drive,4595593104,94342965,2023-02-09,1208.0
17085651,Gold,2023-01-31,945.51,Otho Kelinge,1958-06-03,077524597284,22 Kennedy Trail,4606990570,39542358,2023-02-11,1168.2
45558696,Basic,2023-01-31,760.19,Joannes Walczak,1981-07-01,077197765679,9702 Pierstorff Street,4635802795,60184250,2023-02-05,1526.1
72354216,Gold,2023-01-31,852.23,Llywellyn Shinfield,1979-08-12,077365625939,589 Manitowish Alley,4657383655,18348734,2023-02-14,2010.0
64462046,Gold,2023-01-31,847.04,Ebenezer Skinley,2002-07-03,077277016427,9 Jackson Drive,4658240718,36636385,2023-02-07,1392.7
67090449,Gold,2023-01-31,724.35,Dottie Ladd,1978-10-19,077734614888,22552 Harper Junction,4658575884,69556322,2023-02-14,1145.9
86870860,Gold,2023-01-31,987.14,Cathrin Dallas,1971-06-26,077534397126,422 Stang Place,4669799169,17228160,2023-02-02,1556.9
80610910,Basic,2023-01-31,139.54,Liva Sotheron,1994-10-04,077195063101,33439 Dexter Trail,4692910372,98940578,2023-02-06,1032.3
37256412,Gold,2023-01-31,24.43,Geneva Stovin,2000-04-18,077417143574,7 Straubel Hill,4754885082,75164598,2023-02-03,1529.4
42746180,Gold,2023-01-31,12.15,Tadio Pettersen,1986-04-06,077437806282,9 Del Mar Avenue,4758584850,78501355,2023-02-04,1610.8
52117174,Gold,2023-01-31,932.96,Kaela Ladbrook,1933-07-09,077504495688,16573 Dryden Road,4793151094,67862200,2023-02-09,1131.6
57436108,Gold,2023-01-31,899.46,Haven Nyland,1938-10-01,077629107844,3 Dennis Road,4852845719,53234515,2023-02-04,1349.2
37503622,Gold,2023-01-31,630.18,Judah Shemwell,1996-10-25,077704105958,293 Monument Junction,4895409996,29017229,2023-02-04,1246.9
59198134,Basic,2023-01-31,122.62,Sileas Rowter,1932-03-01,077515621440,86 Nancy Drive,4903491501,49696722,2023-02-13,1291.4
39516154,Gold,2023-01-31,620.87,Christalle Mitchel,1956-08-23,077445614911,641 Banding Drive,4941311604,10847941,2023-02-11,1094.0
45822265,Basic,2023-01-31,881.34,Bella Grafton,1951-10-05,077348166588,995 Canary Circle,4965345649,31183587,2023-02-05,1152.5
63486424,Basic,2023-01-31,531.83,Edvard Vearncomb,1966-07-04,077752063269,229 Evergreen Drive,4969871574,13426667,2023-02-12,1224.6
48569537,Gold,2023-01-31,374.69,Cassius Winslett,1961-03-11,077835911732,17 Huxley Drive,4979321801,67157564,2023-02-01,1153.0
89905732,Basic,2023-01-31,883.38,Noreen Strothers,1994-04-26,077750249364,138 Moland Junction,4984550406,56936624,2023-02-02,1921.4
58822254,Basic,2023-01-31,79.7,Melodie Elstone,1955-09-12,077369065448,81657 Pleasure Circle,5001214122,90951743,2023-02-02,1559.2
63232279,Basic,2023-01-31,931.78,Ronnie Shoebrook,1986-10-27,077699578127,55543 Schlimgen Trail,5011570401,10271519,2023-02-03,2285.6
60138058,Basic,2023-01-31,686.46,Filip Doneld,1930-05-16,077662121950,143 Northwestern Avenue,5019162140,22393008,2023-02-10,1526.7
66449974,Gold,2023-01-31,795.59,Monti Lathe,1947-02-13,077249772883,82491 Summer Ridge Court,5020894869,96224831,2023-02-12,1265.1
54377538,Basic,2023-01-31,845.93,Vernon Nind,1964-06-05,077654658219,6166 Toban Park,5029081461,65603779,2023-02-02,1145.1
52855120,Basic,2023-01-31,880.21,Delmor Anniwell,1988-09-07,077115991231,2685 Pankratz Plaza,5048240294,77026279,2023-02-12,1640.8
43064169,Basic,2023-01-31,555.44,Estelle Lemerie,1953-03-15,077800404494,5497 Mesta Park,5059383865,37642787,2023-02-10,1289.6
78927989,Gold,2023-01-31,825.23,Juline Gillion,1993-10-18,077398841684,1540 Karstens Way,5106930413,16223952,2023-02-05,1174.8
58306431,Gold,2023-01-31,576.56,Uriel Murkus,1957-07-22,077522998076,37 Hermina Plaza,5116128121,10553619,2023-02-14,1485.6
88482062,Gold,2023-01-31,149.31,Hammad Cronin,1959-04-28,077341322201,286 Holy Cross Circle,5120287735,37796234,2023-02-08,1096.2
85723355,Gold,2023-01-31,745.34,Valle Gebuhr,1989-09-23,077784016153,8 Bunting Parkway,5172123717,19334563,2023-02-14,1773.6
34921262,Gold,2023-01-31,971.82,Moina Farnfield,1999-12-19,077235956284,86 Banding Point,5258873692,69561077,2023-02-05,1917.1
98156945,Gold,2023-01-31,449.81,Kakalina Plumtree,1975-11-11,077842561799,6 Dahle Junction,5264143870,92214557,2023-02-07,1567.0
70231750,Basic,2023-01-31,749.6,Erin Zelland,1985-01-19,077506533244,832 Delaware Point,5282224801,24434457,2023-02-03,2128.4
37369245,Gold,2023-01-31,446.65,Ian Armin,1978-11-06,077315779675,46128 Paget Way,5394880565,19242274,2023-02-10,1324.9
76257915,Gold,2023-01-31,795.66,Lemmy Kingaby,1993-08-09,077295738518,10809 Florence Hill,5400364764,76482858,2023-02-07,1236.7
40872555,Gold,2023-01-31,115.88,Ewell Ducker,1978-11-02,077276923375,8 Morrow Court,5402673276,71266283,2023-02-04,1218.0
62256127,Gold,2023-01-31,784.39,Berri Bradberry,1994-07-12,077528399319,43 Schlimgen Pass,5425969864,36696277,2023-02-12,1491.7
44066457,Basic,2023-01-31,18.09,Anjanette Thridgould,1949-08-03,077277983085,8 Twin Pines Lane,5451548633,53831793,2023-02-13,1226.1
63569270,Basic,2023-01-31,949.8,Valerie Knights,1972-03-20,077714059640,56 International Plaza,5484911877,53858816,2023-02-11,1231.3
88933315,Gold,2023-01-31,289.79,Dudley Tomek,1973-03-04,077457996003,5957 Scofield Street,5487316627,13117442,2023-02-11,1828.9
31670977,Basic,2023-01-31,385.42,Arda Wofenden,1964-09-15,077656245152,212 Park Meadow Plaza,5508208399,79090076,2023-02-02,1520.8
14648004,Gold,2023-01-31,236.67,Leila Peter,1979-11-15,077911895533,28102 Nobel Crossing,5514302946,95081571,2023-02-08,1330.7
47406737,Gold,2023-01-31,963.14,Cece Dyde,1993-11-22,077748112315,684 Vera Parkway,5518845170,63301094,2023-02-06,1204.5
99729369,Basic,2023-01-31,751.01,Kerrill Dunstan,1952-02-18,077605122700,921 Merrick Way,5567411537,71383376,2023-02-03,1619.6
40745965,Gold,2023-01-31,654.15,Josepha Grattage,1980-11-03,077151819613,59658 Crescent Oaks Street,5596420425,45790907,2023-02-01,1264.3
82764940,Gold,2023-01-31,876.37,Becca Neasham,1975-04-12,077801802851,6 Raven Place,5673229496,41085190,2023-02-10,1580.9
12420291,Gold,2023-01-31,578.47,Rozele Chippindale,1994-11-30,077849008825,128 Sommers Trail,5723530860,47356348,2023-02-03,1223.8
11882775,Basic,2023-01-31,299.41,Maggi Huard,1935-08-01,077487245589,51 7th Place,5736260077,69468071,2023-02-06,1791.9
61279456,Basic,2023-01-31,814.3,Brear Radenhurst,1953-08-07,077499422184,2767 Drewry Point,5775240375,14103210,2023-02-13,1406.7
45790907,Basic,2023-01-31,567.67,Trudy Labbey,1931-02-12,077725306240,77582 Anthes Road,5792539529,60114464,2023-02-10,1275.4
78362587,Gold,2023-01-31,390.79,Derrik Fenelow,1950-02-28,077290005814,6627 Union Center,5805207273,87179572,2023-02-01,1292.5
76662799,Basic,2023-01-31,296.68,Lena McGiff,1960-06-29,077530042054,6839 Nobel Road,5824449856,88538200,2023-02-10,1394.1
23141588,Joint,2023-01-31,281.28,Minne Sandeman,1985-12-22,077239963827,49 Pond Pass,5891700549,40189934,2023-02-02,1824.3
23141588,Joint,2023-01-31,281.28,Constanta Kellar,1951-05-28,077362058039,49 Pond Pass,5891700549,40189934,2023-02-02,1824.3
55304418,Basic,2023-01-31,968.71,Tatum McGarahan,1942-09-19,077450115970,1875 Hanson Court,5898567321,49520335,2023-02-10,1795.9
12680102,Basic,2023-01-31,674.64,Edithe Griggs,1993-10-18,077400436640,19659 Tony Lane,5914208858,85924719,2023-02-11,1010.6
78541427,Basic,2023-01-31,366.51,Audrye Yarmouth,1937-01-07,077294196796,33 Banding Circle,5934283340,32424424,2023-02-06,1751.6
24149353,Joint,2023-01-31,487.27,Neda Sleaford,2003-11-03,077410547442,351 Division Street,5946791915,57446648,2023-02-06,1201.1
24149353,Joint,2023-01-31,487.27,Roddy Tackell,1976-04-14,077240230684,351 Division Street,5946791915,57446648,2023-02-06,1201.1
52461586,Gold,2023-01-31,596.3,Penny Skitt,1933-06-02,077990083087,572 Drewry Circle,5976076416,97988499,2023-02-08,1026.8
59653557,Basic,2023-01-31,649.61,Kellyann Lathom,1965-09-14,077109322093,24 Macpherson Street,5990349416,25698177,2023-02-06,1524.9
55304418,Basic,2023-01-31,968.71,Tatum McGarahan,1942-09-19,077450115970,1875 Hanson Court,6020529444,92376825,2023-02-11,1214.6
12035637,Gold,2023-01-31,461.35,Tomasine Treend,1942-01-17,077674822587,906 Vera Street,6023397263,93009261,2023-02-08,1169.6
54937975,Basic,2023-01-31,218.66,Noemi Ravenscraft,1939-04-29,077388919183,7864 Crowley Crossing,6080261693,93529019,2023-02-11,1507.4
59152169,Basic,2023-01-31,148.6,Dwayne Boc,1960-05-19,077979396226,7 Kim Terrace,6088822880,27713909,2023-02-09,1160.0
36551112,Joint,2023-01-31,976.02,Hatti Bilverstone,1939-07-18,077443848042,47934 East Road,6095910323,43338400,2023-02-14,2197.2
36551112,Joint,2023-01-31,976.02,Bryn Chevin,1971-01-30,077581957205,47934 East Road,6095910323,43338400,2023-02-14,2197.2
88926132,Gold,2023-01-31,275.1,Anissa Tousy,1980-02-01,077298044839,8645 Washington Center,6120688943,75468090,2023-02-13,2264.3
57790631,Basic,2023-01-31,893.46,Bald Pesterfield,1994-09-21,077591095920,10680 Sundown Crossing,6186639290,40374724,2023-02-14,1139.7
41170515,Basic,2023-01-31,713.46,Dana Kenrack,1944-10-09,077102797795,35 Drewry Avenue,6199332598,89905732,2023-02-10,1147.5
57300901,Basic,2023-01-31,302.87,Viviene Hellwing,1931-09-01,077575280540,31233 Portage Lane,6201286004,78945298,2023-02-04,1320.2
28142099,Gold,2023-01-31,420.86,Brnaby Mackrill,1983-08-01,077620870297,5177 Kropf Way,6227762334,66175264,2023-02-10,1134.6
24184530,Joint,2023-01-31,37.87,Gates Slevin,1972-12-10,077334338009,9 Holmberg Alley,6282069041,63298193,2023-02-08,1360.9
24184530,Joint,2023-01-31,37.87,Westbrook Lisle,1938-02-03,077609148463,9 Holmberg Alley,6282069041,63298193,2023-02-08,1360.9
27415805,Basic,2023-01-31,902.28,Amber Reicharz,1988-02-08,077425560370,33 Saint Paul Crossing,6309655094,50276595,2023-02-06,1107.9
17301178,Gold,2023-01-31,311.47,Cherey Edwardes,1985-09-03,077279335181,8 Old Shore Hill,6328472633,49216581,2023-02-07,1147.4
74544582,Basic,2023-01-31,407.96,Kelcey Rosenhaupt,1980-12-16,077546294865,4456 Farwell Pass,6377660596,19956941,2023-02-08,1010.6
47414258,Basic,2023-01-31,900.7,Dolley Shellibeer,1959-02-02,077334199920,4721 American Avenue,6391282196,18133554,2023-02-07,1277.4
23045208,Gold,2023-01-31,359.49,Sheff Crowder,1950-07-15,077657988807,979 Londonderry Pass,6420230608,97258853,2023-02-02,1157.4
48075275,Basic,2023-01-31,881.31,Archy Putson,1965-08-23,077563673747,8 Mosinee Road,6437150580,50219545,2023-02-14,1209.0
71868471,Basic,2023-01-31,474.32,Lanae Lutas,1938-09-07,077655940959,5 Myrtle Trail,6437426330,26109213,2023-02-05,1315.1
78343618,Basic,2023-01-31,30.43,Torrence Owtram,1992-07-23,077848649593,84 Pepper Wood Pass,6438233536,71718483,2023-02-02,1193.3
26522255,Gold,2023-01-31,283.67,Tessa Rosenthaler,1972-01-22,077859434217,317 Kinsman Lane,6467222474,65579734,2023-02-13,1085.6
43616790,Gold,2023-01-31,365.67,Jean Arthur,1957-11-10,077521843952,64 Duke Terrace,6474019611,63746530,2023-02-09,1705.6
68484031,Basic,2023-01-31,853.99,Tine Barnet,1952-02-13,077131680793,12016 Lotheville Pass,6506779748,82259327,2023-02-05,1463.6
85344981,Basic,2023-01-31,874.46,Krishnah McColm,1945-05-03,077123765935,65 Lakewood Gardens Terrace,6510708876,84070285,2023-02-12,1128.7
82911152,Basic,2023-01-31,564.11,Elmer Keable,1979-05-22,077858847361,82 Cascade Road,6519971022,18133554,2023-02-11,1104.0
64402841,Basic,2023-01-31,751.76,Rowney Pepin,1949-02-16,077841846726,971 Homewood Drive,6541213046,29039134,2023-02-12,1411.1
78395863,Gold,2023-01-31,458.24,Martynne Leversha,1989-11-06,077109047769,81 Algoma Crossing,6568574511,54301151,2023-02-12,1619.3
96227490,Gold,2023-01-31,242.11,Catherina Benson,1932-02-13,077303372399,19 Bunker Hill Alley,6572965856,48081999,2023-02-12,1291.9
77554032,Gold,2023-01-31,646.5,Randi Rubinivitz,1979-03-27,077367414287,14 Rigney Crossing,6575815251,26632358,2023-02-07,1029.9
42340050,Basic,2023-01-31,935.61,Adorne Petworth,1945-03-24,077461742489,45955 Darwin Lane,6590433992,16026987,2023-02-13,1678.8
73983591,Basic,2023-01-31,292.39,Rube Blacket,1992-05-10,077527198701,63 Division Crossing,6596515745,16124993,2023-02-08,1668.5
67561762,Basic,2023-01-31,469.23,Normand Ginty,1952-04-05,077197800109,76877 Brown Avenue,6596987310,33915504,2023-02-11,1136.3
84746166,Gold,2023-01-31,806.73,Wainwright Cinnamond,1961-12-01,077105816352,8514 East Drive,6643142997,11882775,2023-02-09,1202.9
84188877,Basic,2023-01-31,624.29,Milly McCullogh,1966-07-23,077311953078,6491 Northview Junction,6666668774,68973836,2023-02-11,1273.1
94677908,Gold,2023-01-31,343.33,Bonnibelle Filpi,1969-05-07,077949922939,9182 Gale Trail,6692625831,28811285,2023-02-12,1534.6
23962863,Basic,2023-01-31,307.07,Alika Daspar,1997-07-22,077720985909,30 Meadow Ridge Lane,6709818918,33470885,2023-02-07,1676.4
39402264,Gold,2023-01-31,993.04,Sauncho Moland,1984-07-29,077279287444,56 Vermont Park,6719011871,30672740,2023-02-11,1949.6
11846043,Basic,2023-01-31,915.59,Harrietta McIlwrath,1971-05-12,077319685775,88637 Rutledge Point,6732430556,60114464,2023-02-10,1640.4
77342574,Gold,2023-01-31,907.34,Pace Le Guin,1941-12-02,077280999435,3 2nd Way,6813115820,35405748,2023-02-02,1666.0
90090889,Gold,2023-01-31,836.85,Janet Keetley,1957-08-23,077801359750,83695 Pleasure Crossing,6830655218,38969279,2023-02-10,1499.1
25768265,Gold,2023-01-31,702.22,Lilly Sullens,1951-10-14,077249501650,323 5th Point,6855294456,88732093,2023-02-06,1502.6
93192347,Gold,2023-01-31,298.01,Lori Furlow,1963-01-27,077501164237,5720 Gateway Drive,6865729129,25006771,2023-02-12,2147.9
96401230,Basic,2023-01-31,21.44,Ursuline Doerrling,1962-03-24,077892880079,45299 Corscot Center,6895088164,45021115,2023-02-11,1813.6
91349198,Gold,2023-01-31,669.58,Sapphire Garry,1999-02-27,077313061573,51239 Dunning Trail,6907266245,68198696,2023-02-12,1149.0
75747094,Basic,2023-01-31,289.48,Edith Carmen,2000-12-23,077384976565,61 Hansons Park,6911274516,85496714,2023-02-12,1314.3
54589543,Gold,2023-01-31,817.51,Dorie Dehn,2003-09-21,077933456967,31 Farragut Place,6955368524,82764940,2023-02-02,1117.0
51718829,Gold,2023-01-31,260.45,Allister Cheal,1976-09-30,077778730139,15350 Sullivan Trail,6977551879,13197335,2023-02-09,1043.8
59135815,Basic,2023-01-31,240.6,Vivianna Pennycord,1965-04-19,077465002233,252 Monument Junction,6998049056,66706067,2023-02-10,1202.5
14648004,Gold,2023-01-31,236.67,Leila Peter,1979-11-15,077911895533,28102 Nobel Crossing,7080051630,77797288,2023-02-12,1808.9
78296743,Gold,2023-01-31,406.97,Silvain Gypson,1989-02-17,077180030696,366 Hagan Drive,7087580108,44317934,2023-02-01,1888.2
72971287,Basic,2023-01-31,890.23,Ag Dabinett,1954-03-26,077415170675,43624 Farmco Pass,7088915162,78501355,2023-02-10,1038.8
86941058,Gold,2023-01-31,337.99,Hew Le Noury,1931-02-12,077111281452,2 Linden Avenue,7092608562,14397662,2023-02-08,1800.8
85940057,Gold,2023-01-31,521.37,Luce Hemphrey,1991-04-11,077531937123,55 Ilene Terrace,7092708192,88551691,2023-02-05,1136.4
36551112,Joint,2023-01-31,976.02,Hatti Bilverstone,1939-07-18,077443848042,47934 East Road,7096571558,40507682,2023-02-14,1514.1
36551112,Joint,2023-01-31,976.02,Bryn Chevin,1971-01-30,077581957205,47934 East Road,7096571558,40507682,2023-02-14,1514.1
11438427,Basic,2023-01-31,484.08,Lora Umpleby,1952-04-03,077470603316,953 Pierstorff Court,7112744326,54541943,2023-02-08,1686.0
44145489,Gold,2023-01-31,635.75,Meier Kerfut,1998-02-13,077282817564,2587 Rieder Parkway,7178801352,44242297,2023-02-12,1003.7
40189934,Gold,2023-01-31,804.21,Jaquelyn Cortin,1976-10-25,077933791829,9 Roth Junction,7180602892,64769583,2023-02-04,1705.8
96278865,Gold,2023-01-31,930.45,Thornie Cornils,1934-08-18,077547699186,77 Elmside Terrace,7182478331,55986093,2023-02-07,1298.9
59705091,Gold,2023-01-31,631.05,Benedicta Pandya,1951-09-25,077103973839,95610 Memorial Street,7185989434,75134291,2023-02-11,1677.5
15732629,Basic,2023-01-31,975.81,Wyatan Stenbridge,1934-01-27,077112036766,9 Waxwing Lane,7250445162,87967388,2023-02-13,1393.1
10232603,Gold,2023-01-31,732.55,Kizzee Puddephatt,2003-10-18,077598835878,72404 Maywood Avenue,7252109585,69344396,2023-02-02,1190.9
67911201,Basic,2023-01-31,762.17,Lucienne Mowsdell,1958-07-09,077991778658,60633 Anzinger Drive,7254890195,17024652,2023-02-09,1558.7
65220738,Basic,2023-01-31,873.56,Alix Rawling,1949-04-11,077860665629,9145 Petterle Street,7259250836,19956941,2023-02-03,1121.6
30112323,Joint,2023-01-31,519.73,Flynn Largen,1993-09-30,077888467488,9 Magdeline Alley,7273869791,19686460,2023-02-08,1379.8
30112323,Joint,2023-01-31,519.73,Noreen Severwright,1997-07-18,077418460321,9 Magdeline Alley,7273869791,19686460,2023-02-08,1379.8
58216756,Basic,2023-01-31,642.13,Samara Dreossi,1940-08-27,077308649451,9712 Katie Junction,7293949189,93564856,2023-02-12,1690.9
68483071,Gold,2023-01-31,25.88,Bendicty Skipping,1965-04-10,077949590159,27675 Talisman Junction,7335798604,15793232,2023-02-05,1580.8
58720727,Gold,2023-01-31,471.56,Minda Ewols,1989-08-22,077456143918,80437 Farmco Court,7362541414,26375186,2023-02-14,1650.9
80808205,Basic,2023-01-31,280.92,Aymer Chessman,1979-05-14,077629430015,92952 Jackson Place,7389839740,92052516,2023-02-02,1082.7
54288062,Basic,2023-01-31,336.75,Ardelle Lazar,1938-09-20,077407503871,43221 Spaight Place,7411217719,78362587,2023-02-04,1266.4
26888158,Basic,2023-01-31,473.02,Arlie Bruneton,1942-03-23,077453783238,981 Bay Alley,7413234025,28822117,2023-02-05,1022.3
55168205,Basic,2023-01-31,578.4,Sunny Wyllis,1956-08-25,077480760286,2 Hanover Way,7429340245,95993993,2023-02-14,1137.7
85874418,Gold,2023-01-31,151.83,Barr Blazy,1958-03-18,077184540087,97 Dunning Trail,7433054391,44358901,2023-02-08,1805.6
83530541,Gold,2023-01-31,630.6,Lind Mickelwright,1972-12-12,077478747011,4391 Amoth Center,7447043141,52203356,2023-02-08,1316.4
70231750,Basic,2023-01-31,749.6,Erin Zelland,1985-01-19,077506533244,832 Delaware Point,7448776126,88926132,2023-02-04,1618.2
48976336,Basic,2023-01-31,400.12,Dodie Clutram,1981-07-23,077653511897,63 Declaration Lane,7454571530,25006771,2023-02-01,2027.7
14448009,Joint,2023-01-31,958.46,Brinn Attkins,1993-10-13,077538141937,70105 Hayes Way,7466187412,37503622,2023-02-09,1300.7
14448009,Joint,2023-01-31,958.46,Grayce Patel,2000-03-07,077935804352,70105 Hayes Way,7466187412,37503622,2023-02-09,1300.7
49039474,Gold,2023-01-31,574.7,Junie Maydway,1956-11-20,077396627499,66 Ludington Alley,7467124287,92340721,2023-02-05,1168.4
60114464,Basic,2023-01-31,972.56,Eddie Wrate,1953-03-22,077177929734,3482 Birchwood Terrace,7505483471,81561788,2023-02-11,1777.8
12035637,Gold,2023-01-31,461.35,Tomasine Treend,1942-01-17,077674822587,906 Vera Street,7509646162,29631870,2023-02-02,1138.0
66706067,Gold,2023-01-31,1.98,Leilah Godfroy,1956-01-14,077801392491,18 Loftsgordon Crossing,7532678911,45816894,2023-02-08,1006.9
34400277,Gold,2023-01-31,207.59,Joscelin Ferraresi,2003-03-13,077127250410,715 Bay Circle,7547139418,45688415,2023-02-01,1393.7
69118170,Basic,2023-01-31,109.35,Franky Syseland,1951-01-25,077210363393,2 Atwood Center,7550092060,32888555,2023-02-06,1161.4
41085190,Basic,2023-01-31,78.73,Drucie Adamkiewicz,1933-01-18,077956341732,533 Steensland Road,7559132731,79570236,2023-02-08,1168.1
65220738,Basic,2023-01-31,873.56,Alix Rawling,1949-04-11,077860665629,9145 Petterle Street,7564360178,98620342,2023-02-05,1533.5
16067516,Gold,2023-01-31,494.33,Georgette Tamplin,1962-10-30,077734687967,712 Gulseth Way,7577450812,81932657,2023-02-08,1044.7
59238438,Gold,2023-01-31,105.1,Jehanna Sprakes,1975-10-31,077140498765,9636 Michigan Junction,7719095529,66257438,2023-02-12,1799.2
33470885,Basic,2023-01-31,531.96,Saunderson Torrance,1975-05-11,077196424619,68959 Banding Drive,7747292902,85559926,2023-02-12,1071.4
92750088,Gold,2023-01-31,560.4,Roslyn Macconaghy,1995-08-18,077555458493,60662 Eagan Lane,7810071076,85940057,2023-02-01,1069.7
71643841,Gold,2023-01-31,232.5,Ange Stoneham,1933-05-11,077205592453,24728 Emmet Lane,7834529188,82115900,2023-02-14,1308.6
70469258,Gold,2023-01-31,868.53,Gabie Comi,1969-01-21,077838706062,548 Lawn Hill,7839551769,46064017,2023-02-10,1575.6
74441123,Gold,2023-01-31,833.24,Sebastien Cahn,2002-03-01,077110855146,16412 Pennsylvania Point,7893312475,33527603,2023-02-13,1154.7
82314789,Basic,2023-01-31,735.77,Carrie Agdahl,1944-11-01,077526689864,890 Sutteridge Court,7898967763,47091705,2023-02-09,1340.1
49039474,Gold,2023-01-31,574.7,Junie Maydway,1956-11-20,077396627499,66 Ludington Alley,7901964278,99685765,2023-02-11,1815.0
59455653,Gold,2023-01-31,4.64,Zarah Johananoff,1964-05-12,077898432354,5273 Manufacturers Way,7904620219,34866268,2023-02-12,1261.7
35506101,Gold,2023-01-31,713.65,Adrianne Pree,1995-02-26,077549505592,939 Sugar Hill,7917784223,24123707,2023-02-09,1386.8
67716893,Basic,2023-01-31,250.99,Carny Atthow,1970-07-14,077646508264,89319 Truax Parkway,7926940879,44586370,2023-02-07,1500.0
91576212,Basic,2023-01-31,824.71,Yankee Duffill,1971-12-12,077849849545,8 Anniversary Alley,7930068617,29303323,2023-02-09,1301.5
10243581,Gold,2023-01-31,104.27,Kalvin Duetschens,1965-03-27,077727619510,19032 Duke Parkway,7934676808,69664627,2023-02-12,1482.9
98237008,Gold,2023-01-31,437.26,Cathie Matelyunas,1985-01-16,077609240164,210 Kennedy Center,7942566005,15100785,2023-02-09,1038.5
83003822,Basic,2023-01-31,286.54,Paulie Gofton,1957-12-04,077504506285,40 Oak Circle,7953628902,81267006,2023-02-10,1430.6
21694967,Basic,2023-01-31,90.13,Hadleigh Dabling,1951-09-28,077756723892,4438 Cherokee Terrace,7972782466,73642628,2023-02-06,1042.0
52911248,Gold,2023-01-31,430.16,Port Berrycloth,1982-10-04,077614724836,3 5th Drive,7977048825,46215382,2023-02-10,2084.1
97983552,Gold,2023-01-31,584.92,Hillier Pressdee,1962-11-08,077882084471,1 Pawling Lane,7999582050,97258853,2023-02-06,1912.9
59663741,Basic,2023-01-31,642.86,Franciskus Scimoni,1989-12-23,077159541292,929 Bowman Center,8003487307,95710324,2023-02-10,1484.2
42783101,Gold,2023-01-31,289.82,Gannie Mustill,1959-06-23,077701932569,9 Schlimgen Terrace,8011320084,51198722,2023-02-07,1035.2
50024545,Basic,2023-01-31,867.21,Cleon Britten,1980-03-02,077783295918,926 Garrison Court,8036664046,15258886,2023-02-11,1733.6
22099256,Basic,2023-01-31,523.78,Mikael Poulney,1947-09-10,077929745585,27867 Bartillon Hill,8063078454,43499771,2023-02-06,1003.2
26874415,Basic,2023-01-31,19.62,Darnall Wreath,1934-12-23,077873449517,51 Paget Terrace,8063200519,20705548,2023-02-02,2269.2
11333185,Gold,2023-01-31,693.23,Tandi Aberkirdo,2001-05-13,077224213952,40 Buell Crossing,8140515736,88570753,2023-02-07,1440.9
62256127,Gold,2023-01-31,784.39,Berri Bradberry,1994-07-12,077528399319,43 Schlimgen Pass,8141884395,60017511,2023-02-11,1363.6
26109213,Gold,2023-01-31,698.97,Sheffie Domelow,1963-10-20,077436094644,9 Scofield Alley,8176605085,58547184,2023-02-02,1586.6
15052808,Gold,2023-01-31,786.05,Emmott Sharvill,1967-12-16,077762043089,2 Eagan Circle,8191592274,91305080,2023-02-14,1288.0
25768265,Gold,2023-01-31,702.22,Lilly Sullens,1951-10-14,077249501650,323 5th Point,8219618701,51793205,2023-02-02,1902.2
80808205,Basic,2023-01-31,280.92,Aymer Chessman,1979-05-14,077629430015,92952 Jackson Place,8244446277,37796234,2023-02-02,1698.0
57948925,Basic,2023-01-31,194.11,Sigismond Merrikin,1942-07-09,077427994477,98805 Namekagon Court,8249004485,42652193,2023-02-04,1465.5
31770323,Gold,2023-01-31,666.66,Maddy Thatcher,1933-12-15,077617883129,7156 Rowland Hill,8263650534,68275028,2023-02-07,1002.5
67056187,Basic,2023-01-31,392.51,Rocky Matijasevic,1987-08-18,077675049529,90 Garrison Lane,8300680616,15922706,2023-02-11,1370.2
61860337,Basic,2023-01-31,892.77,Ursuline Netti,1953-04-15,077931767158,97809 Brentwood Way,8307972981,93446276,2023-02-09,1679.2
54878364,Gold,2023-01-31,80.24,Aurie Finlan,1978-05-18,077337199494,1141 Mccormick Point,8350823712,37945317,2023-02-07,1689.7
14355869,Gold,2023-01-31,329.16,Shana Twentyman,1959-11-06,077257069800,859 Springs Park,8396185328,69315008,2023-02-01,1052.6
27600956,Basic,2023-01-31,84.39,Roxana Kolushev,1936-07-24,077903584842,3038 Roth Hill,8410567636,76847816,2023-02-12,1268.1
57084496,Gold,2023-01-31,58.05,Fayth Baude,1937-11-22,077728350778,453 Debra Crossing,8426476287,76256026,2023-02-12,1251.2
