account_number,transaction_date,transaction_value,balance
10273387,2023-02-03,113.03,138.36
10295384,2023-02-03,153.85,164.49
10350324,2023-02-03,861.81,1109.4499999999998
10473116,2023-02-03,-94.91,380.24999999999994
10521885,2023-02-03,-83.86,218.75
10553619,2023-02-03,-112.77,849.5500000000002
10586481,2023-02-03,73.83,174.25
10631690,2023-02-03,947.45,1112.8400000000001
10631690,2023-02-03,165.39,1071.8000000000002
10769769,2023-02-03,-1502.2,-856.82
10819898,2023-02-03,15.52,778.4300000000001
10989769,2023-02-03,334.18,1188.58
11061291,2023-02-03,-162.41,-143.13
11061291,2023-02-03,-53.42,-292.66999999999996
11110085,2023-02-03,861.29,969.1899999999999
11150945,2023-02-03,-345.3,785.8000000000001
11150945,2023-02-03,32.07,596.7700000000001
11251776,2023-02-03,504.02,592.96
11306584,2023-02-03,52.0,142.2
11360263,2023-02-03,100.02,367.34000000000003
11360263,2023-02-03,130.53,469.14000000000004
11522216,2023-02-03,590.37,633.98
11736814,2023-02-03,381.51,248.45
11744491,2023-02-03,112.17,1017.3699999999999
11764022,2023-02-03,-117.24,173.07000000000002
11790056,2023-02-03,-95.49,86.18000000000002
11882775,2023-02-03,-1058.7,-746.1600000000001
11882775,2023-02-03,118.76,-1499.66
12035637,2023-02-03,-1138.0,-1492.69
12042151,2023-02-03,336.44,246.7
12111805,2023-02-03,110.9,922.54
12185627,2023-02-03,-30.52,1068.6
12198380,2023-02-03,445.46,591.43
12388837,2023-02-03,463.31,518.78
12420291,2023-02-03,578.47,-645.3299999999999
12493067,2023-02-03,404.61,491.1
12499656,2023-02-03,140.57,369.4200000000001
12583269,2023-02-03,125.46,917.59
12859818,2023-02-03,89.22,110.9
13167285,2023-02-03,-199.99,237.65
13167285,2023-02-03,139.6,-291.95000000000005
13267945,2023-02-03,299.77,402.12
13274987,2023-02-03,-33.51,815.12
13274987,2023-02-03,-53.43,704.08
13277127,2023-02-03,793.22,810.48
13459523,2023-02-03,814.31,949.9
13459523,2023-02-03,135.59,-2.1000000000000227
13997603,2023-02-03,516.79,551.51
14039438,2023-02-03,248.7,460.39
14045416,2023-02-03,152.95,432.47
14045416,2023-02-03,67.35,343.44000000000005
14086187,2023-02-03,551.2,1057.92
14136082,2023-02-03,526.8,918.75
14183437,2023-02-03,-95.08,813.47
14253152,2023-02-03,43.85,125.13
14355869,2023-02-03,-1052.6,-600.0499999999998
14594928,2023-02-03,470.64,325.32
14600288,2023-02-03,-147.71,466.87999999999994
14749214,2023-02-03,194.54,243.85999999999999
14866733,2023-02-03,16.74,256.92
14907946,2023-02-03,845.72,912.09
15265650,2023-02-03,146.1,212.08999999999997
15468532,2023-02-03,819.87,779.74
15468532,2023-02-03,-40.13,638.7
15665459,2023-02-03,-74.71,528.83
15768459,2023-02-03,-154.06,799.3399999999999
15779976,2023-02-03,129.01,8.249999999999986
15830962,2023-02-03,570.89,621.31
15918861,2023-02-03,781.97,904.94
15980710,2023-02-03,955.7,1114.28
16026987,2023-02-03,-96.85,732.0600000000001
16087504,2023-02-03,144.25,347.90999999999997
16093178,2023-02-03,-136.28,74.81
16118153,2023-02-03,829.58,1002.59
16157014,2023-02-03,99.09,881.71
16181964,2023-02-03,-49.69,808.6
16191280,2023-02-03,666.0,1513.3300000000002
16223952,2023-02-03,222.18,419.82
16229373,2023-02-03,-96.26,-970.9699999999999
16506904,2023-02-03,-106.68,620.53
17039422,2023-02-03,124.23,866.58
17039422,2023-02-03,-199.09,658.02
17144855,2023-02-03,-96.07,554.5400000000001
17284705,2023-02-03,-81.56,-74.65
17301178,2023-02-03,-120.32,344.1
17483941,2023-02-03,102.4,481.34000000000003
17483941,2023-02-03,120.86,558.0
17644586,2023-02-03,-122.21,191.13999999999993
17692892,2023-02-03,457.79,480.05
17692892,2023-02-03,22.26,391.11
17881363,2023-02-03,-46.77,304.47
17925406,2023-02-03,160.62,502.58000000000004
18046225,2023-02-03,205.83,109.32000000000001
18095448,2023-02-03,73.28,232.97
18095448,2023-02-03,159.69,68.60999999999999
18133554,2023-02-03,-114.29,449.99000000000007
18179400,2023-02-03,768.78,787.4
18346988,2023-02-03,-131.15,282.27000000000004
18451683,2023-02-03,501.75,659.1800000000001
18451683,2023-02-03,157.43,761.19
18517970,2023-02-03,142.95,342.80000000000007
18582171,2023-02-03,732.99,623.13
18584434,2023-02-03,-103.88,679.0999999999999
18645136,2023-02-03,120.09,785.96
18850031,2023-02-03,191.3,292.29
19001745,2023-02-03,507.55,583.97
19216744,2023-02-03,123.53,203.39
19317267,2023-02-03,51.87,-61.38
19524427,2023-02-03,579.16,-193.64
19876635,2023-02-03,-236.79,592.6400000000001
19876635,2023-02-03,128.62,457.05000000000007
19920990,2023-02-03,70.95,-74.18999999999998
19956941,2023-02-03,723.33,1844.9299999999998
19980716,2023-02-03,-114.87,1933.1200000000003
20090784,2023-02-03,482.62,495.15
20242626,2023-02-03,701.08,786.5600000000001
20248053,2023-02-03,-77.43,615.3299999999999
20280759,2023-02-03,838.7,772.33
20287993,2023-02-03,616.17,741.51
20369153,2023-02-03,387.9,824.54
20464830,2023-02-03,181.25,15.120000000000005
20705548,2023-02-03,2269.2,2662.5699999999997
20851460,2023-02-03,931.67,1056.47
20992354,2023-02-03,-82.18,-0.060000000000001386
21032760,2023-02-03,-637.1,-1.2699999999999818
21032760,2023-02-03,94.5,-52.84999999999998
21047777,2023-02-03,699.12,739.67
21368735,2023-02-03,-786.6,-610.17
21515934,2023-02-03,-212.6,733.04
21550631,2023-02-03,84.96,-97.39
21694967,2023-02-03,-616.7,593.2000000000002
21711501,2023-02-03,126.36,-1629.41
21749252,2023-02-03,-165.3,658.6800000000001
21816770,2023-02-03,693.8,876.15
21816770,2023-02-03,182.35,1017.2
21816770,2023-02-03,141.05,960.34
21844651,2023-02-03,525.16,630.05
21844651,2023-02-03,104.89,593.03
22054113,2023-02-03,33.36,331.93000000000006
22374612,2023-02-03,554.31,600.64
22403299,2023-02-03,702.95,1477.75
22403299,2023-02-03,774.8,1376.22
22412680,2023-02-03,-82.9,470.59000000000003
22696687,2023-02-03,133.52,286.52
22799719,2023-02-03,481.26,532.84
22799719,2023-02-03,51.58,398.99
22833010,2023-02-03,-58.0,455.26
23030554,2023-02-03,196.97,345.91999999999996
23124345,2023-02-03,595.61,810.7
23271383,2023-02-03,633.3,531.88
23289647,2023-02-03,522.8,579.66
23415061,2023-02-03,-102.1,59.58000000000001
23775829,2023-02-03,65.53,900.2
23775829,2023-02-03,-28.47,834.26
23815822,2023-02-03,835.0,2717.4
23815822,2023-02-03,1882.4,2620.46
23920423,2023-02-03,221.15,172.92000000000002
23920423,2023-02-03,-48.23,100.15000000000002
23931414,2023-02-03,126.7,94.63
23959928,2023-02-03,878.83,2448.23
23962863,2023-02-03,-599.8,-336.34
23971753,2023-02-03,-169.64,111.18000000000002
24051672,2023-02-03,-111.58,195.26000000000002
24051672,2023-02-03,-122.53,-13.019999999999982
24085667,2023-02-03,78.1,287.3
24113784,2023-02-03,47.67,-917.73
24122572,2023-02-03,924.02,845.74
24149353,2023-02-03,487.27,595.77
24298516,2023-02-03,-74.43,871.49
24308337,2023-02-03,-79.25,561.72
24308337,2023-02-03,-123.6,-324.88
24434457,2023-02-03,385.3,2513.7000000000003
24462859,2023-02-03,646.0,737.66
24513968,2023-02-03,1277.2,1472.9900000000002
24529850,2023-02-03,800.79,905.8599999999999
24531428,2023-02-03,565.21,484.71000000000004
24999129,2023-02-03,750.61,570.86
25004339,2023-02-03,120.44,199.69
25004339,2023-02-03,79.25,68.50999999999999
25006771,2023-02-03,-94.29,2796.5
25099734,2023-02-03,-177.88,576.5699999999999
25099734,2023-02-03,-117.86,452.38999999999993
25240031,2023-02-03,140.31,786.3699999999999
25318205,2023-02-03,582.9,442.39
25406407,2023-02-03,56.06,291.39
25412464,2023-02-03,107.62,223.48000000000005
25510430,2023-02-03,110.66,269.89
25677428,2023-02-03,307.44,251.09
25698177,2023-02-03,923.38,1054.56
25941557,2023-02-03,34.56,-285.99999999999994
26008806,2023-02-03,205.49,864.64
26023976,2023-02-03,681.17,771.8299999999999
26101648,2023-02-03,9.84,86.71000000000001
26102798,2023-02-03,104.08,-40.739999999999995
26115121,2023-02-03,466.67,611.28
26115121,2023-02-03,144.61,526.49
26118463,2023-02-03,127.46,1003.51
26432558,2023-02-03,-32.75,847.9000000000001
26669001,2023-02-03,70.04,126.35000000000001
26669001,2023-02-03,56.31,147.38
26793058,2023-02-03,384.98,429.57000000000005
26874415,2023-02-03,-2269.2,-2361.42
26884718,2023-02-03,482.7,1150.3999999999999
26884718,2023-02-03,-20.42,1031.77
26893181,2023-02-03,-169.18,226.01
26953669,2023-02-03,528.9,1322.9099999999999
26979446,2023-02-03,18.27,382.45000000000005
26985042,2023-02-03,-116.25,361.03999999999996
26985042,2023-02-03,228.59,256.21999999999997
27108454,2023-02-03,106.6,545.91
27193025,2023-02-03,54.7,262.09999999999997
27193470,2023-02-03,-68.41,328.75
27203821,2023-02-03,256.57,-609.53
27264533,2023-02-03,254.28,349.57
27305999,2023-02-03,17.22,-99.95
27305999,2023-02-03,-117.17,-284.97
27356852,2023-02-03,128.78,604.9399999999999
27415805,2023-02-03,-94.5,851.5
27430568,2023-02-03,-832.5,-494.95000000000005
27430568,2023-02-03,173.67,-602.75
27580272,2023-02-03,352.81,468.56
27582893,2023-02-03,-98.09,411.39
27582893,2023-02-03,-129.73,265.05999999999995
27585212,2023-02-03,150.57,49.5
27628187,2023-02-03,-148.04,-40.459999999999994
27870202,2023-02-03,286.17,397.21000000000004
28254911,2023-02-03,697.78,681.5799999999999
28362321,2023-02-03,849.34,772.27
28429440,2023-02-03,-57.95,395.14
28548067,2023-02-03,499.29,531.37
28553155,2023-02-03,-131.36,-90.94000000000001
28595197,2023-02-03,68.18,1074.1799999999998
28629966,2023-02-03,52.11,57.949999999999996
28640713,2023-02-03,-53.43,39.44000000000001
28811285,2023-02-03,813.63,586.5799999999999
28819175,2023-02-03,20.57,454.05
29017229,2023-02-03,95.2,1224.81
29017229,2023-02-03,179.54,1041.37
29052260,2023-02-03,639.05,772.0
29222005,2023-02-03,0.34,98.87
29288598,2023-02-03,386.76,587.9
29303323,2023-02-03,-143.82,414.64000000000004
29489865,2023-02-03,854.53,744.87
29523226,2023-02-03,102.6,979.01
29523226,2023-02-03,68.85,930.22
29527534,2023-02-03,355.57,232.6
29608056,2023-02-03,248.43,310.34000000000003
29608056,2023-02-03,61.91,204.42000000000002
29638033,2023-02-03,-1890.0,-3360.96
29705419,2023-02-03,89.88,951.84
29705419,2023-02-03,62.89,202.14
29958061,2023-02-03,-28.3,353.41
30058030,2023-02-03,-68.18,77.57
30110747,2023-02-03,98.39,889.57
30110747,2023-02-03,-158.58,663.6800000000001
30324819,2023-02-03,469.3,1449.9
30340808,2023-02-03,895.41,772.02
30374840,2023-02-03,564.42,467.99999999999994
30374840,2023-02-03,-96.42,-810.2
30396291,2023-02-03,803.37,1002.46
30396291,2023-02-03,199.09,391.6600000000001
30409599,2023-02-03,117.47,292.09000000000003
30484027,2023-02-03,127.65,283.67
30647433,2023-02-03,-224.91,-67.40999999999991
30657838,2023-02-03,-91.95,2477.0100000000007
30688447,2023-02-03,555.31,417.3299999999999
30718836,2023-02-03,-76.9,337.66999999999996
30723991,2023-02-03,86.69,535.39
30760024,2023-02-03,-77.14,650.68
30970897,2023-02-03,-141.6,-194.97
30970897,2023-02-03,-110.54,-310.59000000000003
30979429,2023-02-03,-865.4,344.46000000000004
31183587,2023-02-03,-36.32,669.37
31187024,2023-02-03,-105.52,795.5
31589468,2023-02-03,-807.2,-54.36999999999993
31594938,2023-02-03,-206.91,256.61
31595213,2023-02-03,184.44,492.35999999999996
31693244,2023-02-03,-145.85,214.72000000000003
31957459,2023-02-03,98.52,946.44
31957459,2023-02-03,89.23,1013.47
31957459,2023-02-03,67.03,900.01
32084810,2023-02-03,-167.22,318.68
32092491,2023-02-03,101.15,327.46000000000004
32261620,2023-02-03,91.97,1240.64
32275676,2023-02-03,889.61,959.9
32308270,2023-02-03,976.53,1115.69
32386770,2023-02-03,101.46,1400.96
32386770,2023-02-03,716.6,1397.31
32597705,2023-02-03,869.89,744.85
32597705,2023-02-03,-125.04,572.61
32641357,2023-02-03,12.39,-4.539999999999999
32679915,2023-02-03,-161.91,569.54
32737909,2023-02-03,140.27,1020.91
32888555,2023-02-03,781.33,857.44
32934183,2023-02-03,917.81,31.50999999999999
33014501,2023-02-03,454.35,385.5
33014501,2023-02-03,-68.85,301.38
33168725,2023-02-03,88.65,190.04000000000002
33351056,2023-02-03,-142.28,1224.08
33351056,2023-02-03,769.3,1432.36
33351056,2023-02-03,208.28,1611.4899999999998
33470885,2023-02-03,181.56,637.86
33470885,2023-02-03,-75.66,529.96
33749113,2023-02-03,590.37,445.39
33749812,2023-02-03,50.83,92.92999999999999
33832864,2023-02-03,-109.28,-191.05
33914941,2023-02-03,-160.48,400.34999999999997
33967237,2023-02-03,142.15,619.8100000000001
34158235,2023-02-03,95.52,60.8
34374766,2023-02-03,131.53,1797.3200000000002
34400277,2023-02-03,-1393.7,-1117.98
34866268,2023-02-03,516.92,338.44999999999993
35177782,2023-02-03,79.03,228.57
35197451,2023-02-03,0.91,414.85
35210460,2023-02-03,-99.63,2024.34
35345678,2023-02-03,98.51,650.64
35391237,2023-02-03,-97.9,38.06
35405748,2023-02-03,1666.0,1513.5
35549277,2023-02-03,505.72,669.86
35616763,2023-02-03,279.43,424.40999999999997
35805852,2023-02-03,886.37,912.65
35827625,2023-02-03,-4.45,310.26
35996817,2023-02-03,-807.9,-1513.28
36007496,2023-02-03,239.44,132.89999999999998
36114551,2023-02-03,876.22,863.69
36114551,2023-02-03,-12.53,-624.31
36143004,2023-02-03,256.22,123.27000000000004
36393557,2023-02-03,407.12,308.05
36425954,2023-02-03,93.85,-52.74000000000001
36596942,2023-02-03,550.9,681.8199999999999
36611100,2023-02-03,144.06,63.91999999999996
36668239,2023-02-03,1640.2,2135.25
36849841,2023-02-03,-62.52,356.41999999999996
36949196,2023-02-03,118.32,857.42
37164421,2023-02-03,302.68,448.1
37256412,2023-02-03,24.43,-1504.97
37273974,2023-02-03,80.13,1494.04
37297429,2023-02-03,108.09,1577.56
37369245,2023-02-03,-74.4,328.53
37443706,2023-02-03,621.08,709.4100000000001
37503622,2023-02-03,630.18,777.06
37503622,2023-02-03,146.88,655.76
37510139,2023-02-03,546.33,-279.4699999999999
37561049,2023-02-03,-140.34,604.37
37599317,2023-02-03,116.43,126.13999999999999
37642787,2023-02-03,396.03,474.30999999999995
37642787,2023-02-03,78.28,475.3399999999999
37642787,2023-02-03,1.03,287.63999999999993
37678813,2023-02-03,767.56,700.2099999999999
37767441,2023-02-03,-15.8,717.3000000000001
37789180,2023-02-03,-75.99,797.9499999999999
37878074,2023-02-03,-124.69,-695.1300000000001
37936898,2023-02-03,-104.85,542.41
37945317,2023-02-03,122.81,660.6500000000001
38224160,2023-02-03,-92.9,489.82000000000005
38442044,2023-02-03,64.9,148.01000000000002
38487215,2023-02-03,808.4,1707.36
38487215,2023-02-03,118.95,1579.26
38564653,2023-02-03,647.95,651.45
38587383,2023-02-03,-146.1,624.75
38587383,2023-02-03,110.66,585.38
38690875,2023-02-03,320.39,194.18
38749064,2023-02-03,-1436.3,-633.29
38903150,2023-02-03,263.28,166.51
38921478,2023-02-03,112.16,745.9399999999999
38957380,2023-02-03,-117.9,-4.290000000000006
38990596,2023-02-03,108.78,1571.58
39001531,2023-02-03,882.34,814.21
39013360,2023-02-03,111.21,1282.8400000000001
39061853,2023-02-03,98.05,570.3100000000001
39061853,2023-02-03,118.33,676.9100000000001
39123048,2023-02-03,-92.64,590.9
39123048,2023-02-03,-87.46,77.60000000000002
39161053,2023-02-03,93.84,557.8
39267013,2023-02-03,-1495.8,-1046.82
39298122,2023-02-03,122.54,1058.08
39427922,2023-02-03,145.85,948.9200000000001
39502821,2023-02-03,924.88,1246.48
39502821,2023-02-03,321.6,1218.03
39516203,2023-02-03,689.19,818.3800000000001
39620163,2023-02-03,126.08,-0.6800000000000068
39623640,2023-02-03,617.74,759.0
39623640,2023-02-03,141.26,821.98
39623640,2023-02-03,62.98,658.86
39684993,2023-02-03,168.99,781.59
39749381,2023-02-03,-70.63,522.43
39749381,2023-02-03,16.93,314.52
39772392,2023-02-03,179.0,541.6600000000001
40048102,2023-02-03,519.25,622.54
40098771,2023-02-03,742.62,694.84
40374724,2023-02-03,36.32,647.1100000000001
40436811,2023-02-03,445.93,405.6
40436811,2023-02-03,-40.33,350.13
40745965,2023-02-03,-196.6,-729.6800000000001
40797438,2023-02-03,-153.46,692.3
40813783,2023-02-03,288.51,418.87
40872555,2023-02-03,89.7,177.75
41085190,2023-02-03,78.73,192.32
41085190,2023-02-03,113.59,148.72
41170515,2023-02-03,713.46,940.51
41245805,2023-02-03,753.91,637.36
41252281,2023-02-03,148.34,1050.98
41252281,2023-02-03,67.76,1070.29
41252281,2023-02-03,19.31,981.23
41542689,2023-02-03,246.73,283.66999999999996
41542689,2023-02-03,36.94,133.79999999999995
41561470,2023-02-03,490.9,1386.62
41584073,2023-02-03,561.74,515.15
41706310,2023-02-03,34.17,403.56
41852767,2023-02-03,114.68,1001.6899999999999
41879906,2023-02-03,-80.81,53.47
41914097,2023-02-03,87.3,1092.86
41919083,2023-02-03,-164.31,620.53
42268900,2023-02-03,140.67,839.6899999999999
42268900,2023-02-03,177.67,754.4
42268900,2023-02-03,-85.29,656.9
42311039,2023-02-03,156.73,247.11
42322494,2023-02-03,486.58,471.22999999999996
42340050,2023-02-03,-3.55,1079.17
42589255,2023-02-03,282.84,523.39
42589255,2023-02-03,240.55,624.81
42889744,2023-02-03,98.78,146.10999999999996
43017336,2023-02-03,935.99,783.13
43032836,2023-02-03,148.04,889.65
43032836,2023-02-03,136.92,945.72
43064169,2023-02-03,27.69,1355.93
43064169,2023-02-03,772.8,1544.4
43064169,2023-02-03,188.47,1403.14
43080619,2023-02-03,426.64,404.07
43265708,2023-02-03,814.0,993.75
43387803,2023-02-03,57.84,754.62
43597919,2023-02-03,906.64,811.1
43772330,2023-02-03,701.52,531.5699999999999
43830772,2023-02-03,158.17,247.90999999999997
43892675,2023-02-03,997.95,1061.98
43979238,2023-02-03,170.96,288.43
43979238,2023-02-03,49.39,223.58
44007497,2023-02-03,331.92,373.14
44066457,2023-02-03,18.09,1197.09
44066457,2023-02-03,1179.0,1276.01
44066457,2023-02-03,78.92,1183.07
44133867,2023-02-03,358.61,527.87
44145489,2023-02-03,635.75,723.25
44164363,2023-02-03,82.72,1090.73
44228646,2023-02-03,651.3,781.0699999999999
44228646,2023-02-03,129.77,727.29
44242297,2023-02-03,-136.95,446.98
44310966,2023-02-03,107.8,332.15999999999997
44331942,2023-02-03,225.34,674.94
44358901,2023-02-03,137.17,452.08000000000004
44368280,2023-02-03,291.54,305.06
44378133,2023-02-03,123.2,932.2900000000001
44378133,2023-02-03,100.38,998.3800000000001
44564500,2023-02-03,215.02,637.58
44873253,2023-02-03,660.51,720.84
44873253,2023-02-03,60.33,729.4100000000001
44902994,2023-02-03,-174.13,725.82
44902994,2023-02-03,23.84,694.82
44902994,2023-02-03,-31.0,636.59
44902994,2023-02-03,-58.23,-623.0099999999999
44912164,2023-02-03,355.61,244.94
45020832,2023-02-03,92.05,286.89
45027876,2023-02-03,-170.25,-155.11
45089475,2023-02-03,676.92,557.28
45111669,2023-02-03,121.91,597.6199999999999
45196342,2023-02-03,-64.89,232.70000000000005
45275334,2023-02-03,112.23,71.83
45397824,2023-02-03,177.51,808.7499999999999
45397824,2023-02-03,20.42,653.8
45519330,2023-02-03,-180.83,818.77
45543867,2023-02-03,117.71,756.71
45543867,2023-02-03,136.66,863.1400000000001
45611838,2023-02-03,784.55,832.29
45688415,2023-02-03,1393.7,2259.0899999999997
45822265,2023-02-03,-180.16,587.4000000000001
45829157,2023-02-03,-147.6,30.299999999999983
45960045,2023-02-03,853.47,981.57
45960045,2023-02-03,128.1,1030.8500000000001
45974864,2023-02-03,957.27,848.67
46012936,2023-02-03,120.79,167.38
46064017,2023-02-03,28.99,831.49
46067647,2023-02-03,677.66,623.25
46067647,2023-02-03,-54.41,534.31
46067647,2023-02-03,-88.94,435.99999999999994
46100177,2023-02-03,-681.0,161.92999999999998
46215382,2023-02-03,549.77,473.65999999999997
46215382,2023-02-03,-76.11,320.71
46215382,2023-02-03,-152.95,-1248.69
46326165,2023-02-03,571.8,477.52
46643937,2023-02-03,751.73,813.65
46663039,2023-02-03,49.37,986.53
46663039,2023-02-03,-52.27,867.3299999999999
46741126,2023-02-03,-114.87,109.05000000000001
46768821,2023-02-03,458.81,548.9300000000001
46790294,2023-02-03,-156.88,570.28
46792863,2023-02-03,-81.07,849.7900000000001
47040996,2023-02-03,173.89,627.31
47091705,2023-02-03,-88.29,-134.70999999999998
47133143,2023-02-03,-182.36,574.3299999999999
47313428,2023-02-03,204.67,1170.07
47356348,2023-02-03,65.95,1289.75
47406737,2023-02-03,844.6,1739.13
47582488,2023-02-03,-124.68,564.5
47781255,2023-02-03,-78.61,593.21
48056301,2023-02-03,943.28,1028.34
48056301,2023-02-03,85.06,930.0999999999999
48185625,2023-02-03,-74.49,640.82
48186857,2023-02-03,518.26,663.5799999999999
48271608,2023-02-03,54.71,563.21
48350476,2023-02-03,-38.74,278.84999999999997
48434572,2023-02-03,-113.69,266.46
48507357,2023-02-03,980.8,1061.34
48524535,2023-02-03,50.17,271.28999999999996
48532894,2023-02-03,109.57,851.59
48591774,2023-02-03,84.03,415.0
48625559,2023-02-03,797.88,885.9
48654969,2023-02-03,83.93,127.24000000000001
48733708,2023-02-03,6.47,191.31
48783408,2023-02-03,278.34,418.7
48886521,2023-02-03,134.06,1059.79
48976336,2023-02-03,-2027.7,-1686.78
49031081,2023-02-03,131.8,1047.56
49031379,2023-02-03,67.01,576.0799999999999
49031379,2023-02-03,135.44,672.5899999999999
49039474,2023-02-03,89.56,807.68
49075324,2023-02-03,301.39,260.84
49075324,2023-02-03,-40.55,-455.76000000000005
49157903,2023-02-03,601.62,-392.08000000000004
49172838,2023-02-03,136.96,23.28
49253709,2023-02-03,-120.88,551.97
49427302,2023-02-03,468.73,548.1
49441522,2023-02-03,-132.64,285.74
49454023,2023-02-03,-123.95,1424.1299999999999
49520335,2023-02-03,77.78,171.95
49536707,2023-02-03,-104.98,-325.29
49536707,2023-02-03,-120.86,-498.3
49834565,2023-02-03,51.12,123.56
49840526,2023-02-03,461.64,557.35
49941860,2023-02-03,60.93,783.4899999999999
49966528,2023-02-03,133.29,681.7399999999999
50018070,2023-02-03,450.64,-205.65999999999997
50024545,2023-02-03,867.21,952.0
50031425,2023-02-03,695.18,1188.6799999999998
50031425,2023-02-03,493.5,1303.84
50115324,2023-02-03,80.86,457.03000000000003
50115324,2023-02-03,46.85,326.5
50122119,2023-02-03,774.6,1006.0400000000001
50161801,2023-02-03,100.46,628.14
50161801,2023-02-03,172.24,736.23
50161801,2023-02-03,108.09,825.74
50217872,2023-02-03,65.93,108.38000000000011
50276595,2023-02-03,-102.6,495.97999999999996
50276595,2023-02-03,-88.33,397.56999999999994
50647892,2023-02-03,540.71,662.2900000000001
50813708,2023-02-03,172.78,371.46000000000004
50887252,2023-02-03,464.78,521.13
51079213,2023-02-03,-70.27,793.8100000000001
51272805,2023-02-03,-103.94,-532.77
51313899,2023-02-03,-52.11,552.2299999999999
51325070,2023-02-03,-154.85,860.92
51325070,2023-02-03,61.29,864.9399999999999
51435617,2023-02-03,140.46,251.13
51653868,2023-02-03,-179.94,334.94
52104303,2023-02-03,810.97,910.82
52117174,2023-02-03,932.96,812.4000000000001
52141048,2023-02-03,102.68,256.26
52203356,2023-02-03,899.39,982.64
52230539,2023-02-03,394.34,371.09999999999997
52366360,2023-02-03,-61.66,492.75
52390463,2023-02-03,-534.5,-293.26
52390463,2023-02-03,-79.16,-514.09
52436120,2023-02-03,904.47,1014.13
52442629,2023-02-03,617.92,814.65
52442629,2023-02-03,196.73,-648.15
52560688,2023-02-03,622.16,677.97
52835507,2023-02-03,-86.91,187.0
52911248,2023-02-03,-161.89,162.91000000000003
52973634,2023-02-03,80.01,974.28
52996436,2023-02-03,86.03,795.71
53006272,2023-02-03,761.95,896.3000000000001
53161068,2023-02-03,177.36,2148.28
53161068,2023-02-03,62.59,581.6800000000003
53240505,2023-02-03,188.87,308.51
53332086,2023-02-03,273.51,175.07
53366488,2023-02-03,-104.72,458.41
53376344,2023-02-03,81.01,175.72000000000003
53421312,2023-02-03,937.86,897.47
53753986,2023-02-03,252.69,132.36
53858816,2023-02-03,-92.2,348.65
53884626,2023-02-03,-1413.6,-819.5099999999999
54032229,2023-02-03,176.12,88.62
54033811,2023-02-03,-188.33,283.61
54033811,2023-02-03,-62.89,134.66000000000003
54071589,2023-02-03,765.81,648.5899999999999
54154999,2023-02-03,-49.14,978.27
54189995,2023-02-03,401.27,387.65999999999997
54288062,2023-02-03,336.75,441.64
54288062,2023-02-03,104.89,395.09999999999997
54300071,2023-02-03,588.3,1017.11
54300071,2023-02-03,111.46,1104.55
54307382,2023-02-03,97.69,390.11
54377130,2023-02-03,425.86,334.20000000000005
54405539,2023-02-03,397.2,504.0
54405539,2023-02-03,106.8,591.6
54541943,2023-02-03,156.5,513.0600000000001
54565625,2023-02-03,148.64,541.72
54570251,2023-02-03,430.68,540.54
54570251,2023-02-03,109.86,461.03
54878364,2023-02-03,80.24,165.48
54958587,2023-02-03,874.83,768.32
55088029,2023-02-03,-152.86,1324.17
55398856,2023-02-03,884.3,997.7699999999999
55513887,2023-02-03,-116.43,531.52
55590263,2023-02-03,189.32,579.35
55714753,2023-02-03,703.59,639.1600000000001
55819086,2023-02-03,90.71,1418.83
55819086,2023-02-03,510.1,1636.98
55819086,2023-02-03,218.15,1506.62
55912413,2023-02-03,297.61,374.61
55912413,2023-02-03,77.0,284.03000000000003
55975906,2023-02-03,112.69,17.89999999999999
55986027,2023-02-03,38.94,-61.44
56070421,2023-02-03,286.85,221.70000000000002
56116199,2023-02-03,-129.83,450.83
56468624,2023-02-03,655.33,671.5300000000001
56468624,2023-02-03,16.2,582.7900000000001
56723864,2023-02-03,137.59,419.67
56760248,2023-02-03,571.55,628.4399999999999
56760248,2023-02-03,56.89,633.8199999999999
56760248,2023-02-03,5.38,584.4999999999999
56875373,2023-02-03,-71.73,665.8499999999999
56878640,2023-02-03,846.85,986.01
56922739,2023-02-03,174.07,-46.06999999999999
56936624,2023-02-03,1921.4,2498.4500000000003
56936624,2023-02-03,73.31,2396.65
57043647,2023-02-03,-103.35,572.8899999999999
57043647,2023-02-03,124.18,631.6999999999998
57071366,2023-02-03,76.18,1164.8400000000001
57071366,2023-02-03,96.63,1144.95
57096259,2023-02-03,168.98,810.8199999999999
57108303,2023-02-03,737.04,855.67
57160773,2023-02-03,96.2,426.6
57300901,2023-02-03,-65.35,345.65
57300901,2023-02-03,108.13,273.62
57426365,2023-02-03,65.35,941.17
57450523,2023-02-03,609.41,691.8199999999999
57610201,2023-02-03,931.52,255.01999999999998
57687949,2023-02-03,119.2,574.1
57717550,2023-02-03,-103.68,722.1500000000001
57948925,2023-02-03,194.11,98.82000000000001
58009817,2023-02-03,121.1,863.4000000000001
58126511,2023-02-03,940.27,1016.38
58126511,2023-02-03,76.11,931.08
58176810,2023-02-03,-25.85,88.11
58216756,2023-02-03,51.0,1433.72
58258401,2023-02-03,873.05,1028.0
58265755,2023-02-03,-124.21,705.27
58265755,2023-02-03,178.54,577.8299999999999
58304487,2023-02-03,5.31,64.51
58304487,2023-02-03,59.2,-51.239999999999995
58306431,2023-02-03,103.47,453.76
58434725,2023-02-03,365.9,318.15999999999997
