Account Number;Balance Date;Transaction Value;Balance;date
93624474;09/02/2023;-940.9;-70.02;2023-02-09
33168725;04/02/2023;-262;-71.96;2023-02-04
24577383;14/02/2023;131.53;1149.11;2023-02-14
32192958;11/02/2023;148.04;2044.53;2023-02-11
49454023;01/02/2023;780.9;1579.62;2023-02-01
41211432;01/02/2023;87.59;292.59;2023-02-01
45029598;06/02/2023;-119.61;372.26;2023-02-06
30657838;03/02/2023;-139.16;2477.01;2023-02-03
46597728;06/02/2023;111.94;1893.55;2023-02-06
50360111;02/02/2023;40.94;234.77;2023-02-02
83530541;07/02/2023;33.35;663.95;2023-02-07
51471469;31/01/2023;;611.19;2023-01-31
41245288;05/02/2023;92.78;633.39;2023-02-05
44378133;03/02/2023;100.38;932.29;2023-02-03
79380893;12/02/2023;28.61;472.66;2023-02-12
48781678;31/01/2023;;401.55;2023-01-31
65815967;31/01/2023;;0.43;2023-01-31
29523226;10/02/2023;-83.94;969.04;2023-02-10
16506904;01/02/2023;-106.68;495.49;2023-02-01
26958171;02/02/2023;-116.1;720.94;2023-02-02
69344396;11/02/2023;78.29;2619.56;2023-02-11
61687835;03/02/2023;-102.16;784.44;2023-02-03
77867306;12/02/2023;76.15;-1013.9;2023-02-12
72208029;14/02/2023;-141.62;-1905.08;2023-02-14
42882563;07/02/2023;-77.43;342.26;2023-02-07
35698347;14/02/2023;-105.03;75.85;2023-02-14
20838578;09/02/2023;-55.87;564.83;2023-02-09
15841031;08/02/2023;124.32;643.21;2023-02-08
47266645;02/02/2023;-190.68;892.87;2023-02-02
82568859;10/02/2023;110.62;597.59;2023-02-10
28606808;07/02/2023;-71.01;-170.26;2023-02-07
64610632;09/02/2023;46.29;1592.21;2023-02-09
59432049;05/02/2023;1121.5;2230.76;2023-02-05
85498335;07/02/2023;84.97;749.54;2023-02-07
31131351;04/02/2023;98.42;1425.46;2023-02-04
84290934;06/02/2023;-107.8;657.49;2023-02-06
41706310;01/02/2023;34.17;314.23;2023-02-01
91184544;11/02/2023;1207.7;1423.15;2023-02-11
77447018;31/01/2023;;754.64;2023-01-31
78072161;01/02/2023;-76.69;837.5;2023-02-01
93529019;07/02/2023;184.95;1125.32;2023-02-07
99730589;31/01/2023;;988.44;2023-01-31
35996817;13/02/2023;-111.75;-181.5;2023-02-13
78807944;13/02/2023;-161.8;414.23;2023-02-13
25677428;07/02/2023;114.28;365.37;2023-02-07
80464084;03/02/2023;-32.08;125.92;2023-02-03
39749381;06/02/2023;158.11;564.33;2023-02-06
36425954;03/02/2023;-146.59;-52.74;2023-02-03
24150990;06/02/2023;82.1;562.36;2023-02-06
70749706;04/02/2023;-122.23;721.71;2023-02-04
33159039;05/02/2023;-126.51;-266.2;2023-02-05
14505806;09/02/2023;-102.41;1682.96;2023-02-09
84746166;09/02/2023;-1202.9;-568.45;2023-02-09
28680375;14/02/2023;-106.21;136.87;2023-02-14
84310867;12/02/2023;893.8;1177.64;2023-02-12
71825742;02/02/2023;198.28;864.03;2023-02-02
77646359;11/02/2023;43.47;478.4;2023-02-11
78395863;11/02/2023;-126.78;659.89;2023-02-11
83531401;12/02/2023;67.65;624.41;2023-02-12
24462859;06/02/2023;43.35;881.95;2023-02-06
53366488;31/01/2023;;337.18;2023-01-31
47406737;14/02/2023;-129.18;819.29;2023-02-14
35746207;08/02/2023;-136.06;627.98;2023-02-08
75216128;13/02/2023;37.31;1622.74;2023-02-13
66586860;06/02/2023;-143.42;1867.79;2023-02-06
19242274;31/01/2023;;65.28;2023-01-31
74255305;06/02/2023;93.96;366.58;2023-02-06
63298193;08/02/2023;1360.9;2994.55;2023-02-08
95642341;07/02/2023;-56.49;1088.24;2023-02-07
25698177;09/02/2023;892.4;3635.18;2023-02-09
20705548;04/02/2023;-125.11;2537.46;2023-02-04
92563438;04/02/2023;139.7;1048.13;2023-02-04
47781255;02/02/2023;-24.87;570.75;2023-02-02
44130477;04/02/2023;-66.17;1474.23;2023-02-04
53884626;02/02/2023;-1413.6;-935.22;2023-02-02
51906599;06/02/2023;-55.84;29.74;2023-02-06
78343618;02/02/2023;72.9;193.08;2023-02-02
39504855;31/01/2023;;890.63;2023-01-31
36425954;04/02/2023;131.69;229.79;2023-02-04
26109213;06/02/2023;-73.4;382.98;2023-02-06
89608054;14/02/2023;-116.09;655.49;2023-02-14
29238925;11/02/2023;-887.8;-263.47;2023-02-11
79090076;01/02/2023;130.83;250.08;2023-02-01
64590882;05/02/2023;-144.77;-1234.69;2023-02-05
21314767;11/02/2023;-134.72;-3.86;2023-02-11
46913859;08/02/2023;1127.1;1633.25;2023-02-08
53971767;02/02/2023;-61.97;772.66;2023-02-02
60459342;07/02/2023;77.09;769.25;2023-02-07
82930132;03/02/2023;175.68;499.63;2023-02-03
87261106;11/02/2023;-149.28;-23.39;2023-02-11
32109414;01/02/2023;116.27;1083.58;2023-02-01
59265775;31/01/2023;;695.02;2023-01-31
72996601;10/02/2023;-989.8;-266.03;2023-02-10
40082477;09/02/2023;135.47;1696.36;2023-02-09
90894195;03/02/2023;40.13;287.63;2023-02-03
74218001;09/02/2023;-7.4;1092.35;2023-02-09
44378133;03/02/2023;66.09;998.38;2023-02-03
37369245;05/02/2023;-40.41;252.49;2023-02-05
66586860;07/02/2023;-106.1;1761.69;2023-02-07
32824719;01/02/2023;-9.8;492.57;2023-02-01
49966528;05/02/2023;176.37;742.57;2023-02-05
22035411;02/02/2023;122.21;1160.56;2023-02-02
54997427;02/02/2023;-37.62;788.22;2023-02-02
42255054;01/02/2023;126.46;806.25;2023-02-01
28911002;11/02/2023;50.13;1788.17;2023-02-11
51298007;04/02/2023;73.7;500.87;2023-02-04
77377150;08/02/2023;-112.44;408.49;2023-02-08
82023979;31/01/2023;;744.37;2023-01-31
98459176;31/01/2023;;168.19;2023-01-31
59705091;04/02/2023;-46.93;1675.32;2023-02-04
36837451;31/01/2023;;429.52;2023-01-31
36258926;06/02/2023;103.37;653.08;2023-02-06
62584374;05/02/2023;-101.23;362.96;2023-02-05
29074095;13/02/2023;184.92;-501.92;2023-02-13
77668890;31/01/2023;;804.88;2023-01-31
65280102;06/02/2023;131.6;133.77;2023-02-06
47091705;31/01/2023;;54.6;2023-01-31
61279456;12/02/2023;-56.08;561.78;2023-02-12
44234432;14/02/2023;-191.09;609.6;2023-02-14
81267006;10/02/2023;1430.6;2062.97;2023-02-10
36259936;08/02/2023;-60.7;1006.4;2023-02-08
79309039;01/02/2023;-96.14;545.94;2023-02-01
73744504;05/02/2023;-54.49;216.11;2023-02-05
36849841;31/01/2023;;593.56;2023-01-31
24285988;14/02/2023;-178.04;1504.87;2023-02-14
26958171;31/01/2023;;837.04;2023-01-31
68294036;10/02/2023;165.63;577.68;2023-02-10
82023979;03/02/2023;104.62;-170.51;2023-02-03
86092750;10/02/2023;-80.91;1196.35;2023-02-10
32386770;01/02/2023;-56.55;582.9;2023-02-01
43257373;31/01/2023;;483.49;2023-01-31
79309039;11/02/2023;-90.71;-153.32;2023-02-11
67400117;14/02/2023;-658.2;146.91;2023-02-14
84375036;11/02/2023;69.64;496.76;2023-02-11
49095464;31/01/2023;;1.3;2023-01-31
40247376;02/02/2023;58.7;268.48;2023-02-02
87746071;01/02/2023;-106.3;109.61;2023-02-01
78773905;31/01/2023;;511.78;2023-01-31
10232603;01/02/2023;125.68;858.23;2023-02-01
50161801;03/02/2023;108.09;736.23;2023-02-03
53884266;12/02/2023;185.51;207.23;2023-02-12
50547726;10/02/2023;-106.19;-432.94;2023-02-10
42589255;03/02/2023;240.55;523.39;2023-02-03
59265775;11/02/2023;68.33;975.51;2023-02-11
16633794;08/02/2023;113.42;452.31;2023-02-08
94200289;06/02/2023;178.95;235.31;2023-02-06
84471701;05/02/2023;-55.81;192.83;2023-02-05
84070285;02/02/2023;-936.1;-139.5;2023-02-02
58254002;11/02/2023;161.25;348.78;2023-02-11
45397824;02/02/2023;177.51;788.33;2023-02-02
65429379;09/02/2023;-133.43;218.72;2023-02-09
17301178;02/02/2023;-120.32;191.15;2023-02-02
78257880;03/02/2023;753.5;1686.72;2023-02-03
30979429;03/02/2023;866.1;344.46;2023-02-03
17264146;11/02/2023;-151.65;326.25;2023-02-11
78133064;31/01/2023;;103.96;2023-01-31
15377274;07/02/2023;-56.42;871.68;2023-02-07
78129803;03/02/2023;-168.33;104.04;2023-02-03
85940057;12/02/2023;-110.14;293.85;2023-02-12
58362636;07/02/2023;129.66;179.28;2023-02-07
54786481;07/02/2023;134.29;84.48;2023-02-07
65380590;31/01/2023;;683.96;2023-01-31
20849721;07/02/2023;197.62;1028.14;2023-02-07
56946115;12/02/2023;-92.42;234.84;2023-02-12
67837998;10/02/2023;682.2;1058.8;2023-02-10
45639009;12/02/2023;205.26;390.41;2023-02-12
78913378;12/02/2023;-85.39;-689.43;2023-02-12
38764064;11/02/2023;9.25;864.85;2023-02-11
25406407;03/02/2023;-158.72;291.39;2023-02-03
30511779;31/01/2023;;772.02;2023-01-31
23736501;10/02/2023;-206.97;787.35;2023-02-10
16676577;10/02/2023;-103.59;-1238.61;2023-02-10
97988499;12/02/2023;127.05;1345.54;2023-02-12
11359678;31/01/2023;;837.17;2023-01-31
45790907;04/02/2023;-45.53;2031.78;2023-02-04
77418940;10/02/2023;92.09;521.39;2023-02-10
50772829;11/02/2023;-63.01;100.3;2023-02-11
81475774;07/02/2023;118.92;1679.9;2023-02-07
54300071;31/01/2023;;317.35;2023-01-31
78395863;13/02/2023;177.52;-781.89;2023-02-13
59684752;01/02/2023;-119.45;-105.02;2023-02-01
25737886;11/02/2023;-122.96;1011;2023-02-11
47654093;10/02/2023;88.04;480.58;2023-02-10
24860683;08/02/2023;-941;83.3;2023-02-08
13558846;05/02/2023;-148.46;554.34;2023-02-05
77688406;08/02/2023;-140.07;1633.77;2023-02-08
70652524;05/02/2023;81.18;424.04;2023-02-05
49454023;31/01/2023;;798.72;2023-01-31
22799719;03/02/2023;51.58;532.84;2023-02-03
57300901;03/02/2023;108.13;345.65;2023-02-03
87906438;10/02/2023;-75.98;328.8;2023-02-10
67938929;31/01/2023;;868.04;2023-01-31
16270746;31/01/2023;;904.31;2023-01-31
92840827;10/02/2023;82;592.12;2023-02-10
55122249;11/02/2023;-66.07;-22.21;2023-02-11
22403299;03/02/2023;774.8;1477.75;2023-02-03
86624158;08/02/2023;-101.89;858.75;2023-02-08
82263080;13/02/2023;-59.69;1702.72;2023-02-13
25033680;08/02/2023;-169.4;-554.65;2023-02-08
14505806;11/02/2023;38.37;1851.76;2023-02-11
39516203;11/02/2023;30.47;755.79;2023-02-11
41852767;03/02/2023;-106.35;1001.69;2023-02-03
53421312;12/02/2023;126.99;921.35;2023-02-12
35194218;04/02/2023;5.86;990.4;2023-02-04
81336468;09/02/2023;146.02;1074.42;2023-02-09
14052052;09/02/2023;-512.3;121.42;2023-02-09
27415805;03/02/2023;43.72;851.5;2023-02-03
11067879;31/01/2023;;481.56;2023-01-31
48500030;13/02/2023;56.68;848.6;2023-02-13
37369245;10/02/2023;-1324.9;-1072.41;2023-02-10
85423742;12/02/2023;-79.07;1236.28;2023-02-12
32019304;01/02/2023;156.79;1118.28;2023-02-01
77017650;01/02/2023;-103.04;596.2;2023-02-01
19705767;04/02/2023;-134.22;863.26;2023-02-04
45015570;09/02/2023;-145.82;1466.46;2023-02-09
38740782;12/02/2023;76.1;584.1;2023-02-12
73652359;31/01/2023;;80.58;2023-01-31
65754176;09/02/2023;-1045.1;-372.51;2023-02-09
17085651;31/01/2023;;945.51;2023-01-31
77737443;31/01/2023;;220.7;2023-01-31
43017598;13/02/2023;75.37;-18.12;2023-02-13
58785108;04/02/2023;-64.43;575.38;2023-02-04
99261094;06/02/2023;646.5;1088;2023-02-06
97265555;31/01/2023;;73.24;2023-01-31
44586370;12/02/2023;117.51;1800.76;2023-02-12
45974864;03/02/2023;-108.6;848.67;2023-02-03
97439311;07/02/2023;218.5;446.07;2023-02-07
65534206;31/01/2023;;274.89;2023-01-31
52973634;31/01/2023;;417.09;2023-01-31
85399459;10/02/2023;37.83;484.95;2023-02-10
12666385;01/02/2023;246.14;800.38;2023-02-01
51493379;01/02/2023;69.52;505.67;2023-02-01
98221133;01/02/2023;97.92;694.44;2023-02-01
84396180;10/02/2023;100.43;127.87;2023-02-10
59529922;01/02/2023;-129.91;386.18;2023-02-01
83698413;31/01/2023;;223.67;2023-01-31
41773473;01/02/2023;68.47;423.47;2023-02-01
22404690;31/01/2023;;726.06;2023-01-31
93325549;05/02/2023;790.5;1129.58;2023-02-05
19283264;07/02/2023;-126.94;88.93;2023-02-07
68262083;04/02/2023;-141.71;758.08;2023-02-04
63232279;11/02/2023;-36.36;-750.07;2023-02-11
79118116;04/02/2023;122.06;398.81;2023-02-04
24382889;06/02/2023;69.68;152.67;2023-02-06
78268704;06/02/2023;431.9;2459.65;2023-02-06
68793483;02/02/2023;-983.3;-401.94;2023-02-02
14594928;07/02/2023;123.7;449.02;2023-02-07
19980716;02/02/2023;-114.87;2092.81;2023-02-02
94660017;12/02/2023;41.61;120.51;2023-02-12
42322494;31/01/2023;;486.58;2023-01-31
92037264;31/01/2023;;252.95;2023-01-31
35540836;11/02/2023;-64.55;236.15;2023-02-11
65052411;14/02/2023;169.73;1815.62;2023-02-14
54349805;02/02/2023;-96.32;656.17;2023-02-02
71383376;03/02/2023;1619.6;1896.9;2023-02-03
31183587;31/01/2023;;725;2023-01-31
76078639;08/02/2023;109.06;591.72;2023-02-08
22391508;07/02/2023;-71.61;126.71;2023-02-07
73124762;09/02/2023;177.2;448.06;2023-02-09
80610910;06/02/2023;-1032.3;-872.36;2023-02-06
84107088;09/02/2023;-35.02;-467.96;2023-02-09
30340808;31/01/2023;;895.41;2023-01-31
55304418;09/02/2023;57.36;830.51;2023-02-09
77026279;13/02/2023;-136.98;1725.39;2023-02-13
50024545;03/02/2023;84.79;952;2023-02-03
51298007;09/02/2023;96.82;-1726.77;2023-02-09
33749113;03/02/2023;-144.98;445.39;2023-02-03
36636385;07/02/2023;1392.7;2318.21;2023-02-07
89983842;31/01/2023;;880.93;2023-01-31
25006771;01/02/2023;2027.7;2627.86;2023-02-01
95674888;13/02/2023;-49.89;2234.53;2023-02-13
78927989;13/02/2023;52.26;-85.42;2023-02-13
53518299;01/02/2023;-116.27;837.69;2023-02-01
43257373;04/02/2023;46.93;530.42;2023-02-04
30484027;01/02/2023;127.65;400.36;2023-02-01
49427302;12/02/2023;49.41;1493.79;2023-02-12
35746207;14/02/2023;82.48;423.55;2023-02-14
85490561;09/02/2023;-97.54;659.39;2023-02-09
41773473;06/02/2023;78.99;502.46;2023-02-06
80379245;06/02/2023;-1.58;944.04;2023-02-06
85848442;08/02/2023;-1537.1;-1482.1;2023-02-08
91957838;05/02/2023;81.6;749.43;2023-02-05
62414886;12/02/2023;-126.93;-254.95;2023-02-12
15918861;31/01/2023;;781.97;2023-01-31
92052516;12/02/2023;-27.9;1946.45;2023-02-12
16270746;14/02/2023;110.13;1291.44;2023-02-14
70217229;12/02/2023;-491.6;633.76;2023-02-12
68315462;03/02/2023;198.29;1238.29;2023-02-03
38032055;10/02/2023;-386.8;-266.59;2023-02-10
50772829;13/02/2023;66.5;-755.3;2023-02-13
89761152;11/02/2023;-144.17;-864.38;2023-02-11
61178950;09/02/2023;-95.74;88.76;2023-02-09
92037264;10/02/2023;-56.59;1178.82;2023-02-10
68393439;09/02/2023;115.06;965.54;2023-02-09
45639009;12/02/2023;-114.03;276.38;2023-02-12
13117442;08/02/2023;-109.72;640.95;2023-02-08
35391340;01/02/2023;-119.2;767.36;2023-02-01
48860469;10/02/2023;-167.13;433.37;2023-02-10
64168292;03/02/2023;111.84;408.93;2023-02-03
26979446;11/02/2023;-34.89;481.52;2023-02-11
32390015;02/02/2023;-147.44;381.91;2023-02-02
49550154;08/02/2023;-79.16;-11.09;2023-02-08
25636885;02/02/2023;20.11;1187.99;2023-02-02
82101740;11/02/2023;30.14;495.5;2023-02-11
18928638;10/02/2023;-184.75;-388.98;2023-02-10
98459176;07/02/2023;-737.4;-1028.16;2023-02-07
84951477;10/02/2023;-551.6;196.78;2023-02-10
42652193;10/02/2023;-89.09;1813.43;2023-02-10
34017695;04/02/2023;-73.93;677.73;2023-02-04
36296704;05/02/2023;16.24;483.64;2023-02-05
87373821;01/02/2023;-163.82;711.27;2023-02-01
53496996;02/02/2023;74.71;524.14;2023-02-02
91971494;31/01/2023;;74.37;2023-01-31
67056187;02/02/2023;-101.39;291.12;2023-02-02
45519330;31/01/2023;;840.22;2023-01-31
76454427;31/01/2023;;267.03;2023-01-31
34275044;10/02/2023;91.66;848.05;2023-02-10
58265755;02/02/2023;-124.21;526.73;2023-02-02
44389169;10/02/2023;-135;688.21;2023-02-10
36296704;31/01/2023;;491.31;2023-01-31
11882775;03/02/2023;118.76;-746.16;2023-02-03
37146521;04/02/2023;-94.29;359.08;2023-02-04
86737119;06/02/2023;-193.27;-447.93;2023-02-06
69664627;12/02/2023;1482.9;2496.91;2023-02-12
35391237;11/02/2023;58.36;-220.57;2023-02-11
30671754;04/02/2023;-133.3;488.6;2023-02-04
37267391;09/02/2023;134.87;813.43;2023-02-09
99481977;02/02/2023;1695.5;2749.6;2023-02-02
71135606;12/02/2023;-26.59;611.45;2023-02-12
24198488;05/02/2023;83.59;720.91;2023-02-05
54565625;06/02/2023;1947.3;2489.02;2023-02-06
28969443;08/02/2023;-79.06;-552.19;2023-02-08
99261094;31/01/2023;;475.8;2023-01-31
71381278;11/02/2023;1243;1851.22;2023-02-11
30428666;07/02/2023;-66.67;147.59;2023-02-07
66152145;03/02/2023;-616.4;-326.44;2023-02-03
59980709;31/01/2023;;781.42;2023-01-31
42311039;31/01/2023;;98.95;2023-01-31
13167285;13/02/2023;-136.9;-443.5;2023-02-13
18563743;04/02/2023;34.82;684.28;2023-02-04
31537778;14/02/2023;118.75;417.51;2023-02-14
80808205;06/02/2023;-59.6;-2440.6;2023-02-06
10847941;11/02/2023;1094;872.76;2023-02-11
54541943;02/02/2023;156.5;590.42;2023-02-02
29638033;01/02/2023;-129.52;408.43;2023-02-01
64168292;08/02/2023;-164.35;289.74;2023-02-08
77737443;12/02/2023;11.78;244.24;2023-02-12
38442044;07/02/2023;113.13;312.09;2023-02-07
51298007;12/02/2023;89.55;-1637.22;2023-02-12
78175956;04/02/2023;-74.84;164.15;2023-02-04
41561470;01/02/2023;490.9;1241.7;2023-02-01
11662506;01/02/2023;-167.85;406.04;2023-02-01
69307050;09/02/2023;60.37;535.77;2023-02-09
44586370;31/01/2023;;440.56;2023-01-31
45275334;31/01/2023;;49.55;2023-01-31
47091705;02/02/2023;-88.29;-67.33;2023-02-02
28429440;11/02/2023;-1096.1;-1199.27;2023-02-11
55714753;10/02/2023;-26.55;620.27;2023-02-10
37273974;03/02/2023;180.87;1494.04;2023-02-03
43616790;13/02/2023;104.18;-71.74;2023-02-13
17301178;31/01/2023;;311.47;2023-01-31
67805276;11/02/2023;104.82;624.1;2023-02-11
44272912;31/01/2023;;448.18;2023-01-31
15960008;13/02/2023;-47.03;232.06;2023-02-13
96121732;10/02/2023;102.74;747.22;2023-02-10
66175264;14/02/2023;117.68;2122.47;2023-02-14
64769583;31/01/2023;;598.67;2023-01-31
71536854;31/01/2023;;42.99;2023-01-31
59705091;08/02/2023;62.19;1746.66;2023-02-08
96689242;06/02/2023;-1253.1;-83.44;2023-02-06
18447548;14/02/2023;-101.91;-919.68;2023-02-14
77241606;31/01/2023;;761.38;2023-01-31
95452518;31/01/2023;;390.37;2023-01-31
75000628;11/02/2023;-102.03;-638.72;2023-02-11
13322659;01/02/2023;-153.9;536.37;2023-02-01
27357010;13/02/2023;48.01;608.28;2023-02-13
25133996;07/02/2023;-174.77;271.69;2023-02-07
26109213;12/02/2023;81.37;572.06;2023-02-12
45027876;12/02/2023;-3.07;-235.64;2023-02-12
18133554;09/02/2023;176.85;2998.05;2023-02-09
86131065;05/02/2023;-114.02;806.06;2023-02-05
83788130;03/02/2023;-196.73;291.74;2023-02-03
65579734;13/02/2023;-115.9;2143.62;2023-02-13
64160490;31/01/2023;;222.89;2023-01-31
33259781;31/01/2023;;923.18;2023-01-31
46231176;01/02/2023;-1397.4;-944.64;2023-02-01
21646418;09/02/2023;64.47;1022.67;2023-02-09
55819086;10/02/2023;98.96;1558.53;2023-02-10
77880852;03/02/2023;-113.03;617.33;2023-02-03
42546381;09/02/2023;61.15;411.1;2023-02-09
50324230;09/02/2023;-95.64;-740.63;2023-02-09
45021398;10/02/2023;108.64;1416.23;2023-02-10
45111669;03/02/2023;16.43;597.62;2023-02-03
39502821;31/01/2023;;924.88;2023-01-31
35082945;12/02/2023;113.6;679;2023-02-12
20242626;09/02/2023;82.05;868.61;2023-02-09
58305943;01/02/2023;58.02;1028.58;2023-02-01
11463412;09/02/2023;1582.3;1827.01;2023-02-09
35996817;02/02/2023;-807.9;-557.88;2023-02-02
18348734;31/01/2023;;579.93;2023-01-31
40098912;10/02/2023;78.83;1084.57;2023-02-10
49075324;31/01/2023;;301.39;2023-01-31
39516154;13/02/2023;157.09;-1672.5;2023-02-13
60417212;11/02/2023;104.89;66.43;2023-02-11
85238291;31/01/2023;;665.68;2023-01-31
42396753;31/01/2023;;628.86;2023-01-31
93248179;01/02/2023;-27.36;349.21;2023-02-01
38346624;31/01/2023;;740.09;2023-01-31
94096082;31/01/2023;;342.2;2023-01-31
40745545;13/02/2023;121.39;226;2023-02-13
56422161;09/02/2023;110.83;1210.85;2023-02-09
36611100;31/01/2023;;485.06;2023-01-31
40745545;31/01/2023;;460.29;2023-01-31
27305999;03/02/2023;-117.17;-99.95;2023-02-03
96197628;04/02/2023;-104.91;724.46;2023-02-04
68294645;01/02/2023;33.51;339.69;2023-02-01
93529019;06/02/2023;160.08;875.29;2023-02-06
70034563;02/02/2023;-122.42;750.56;2023-02-02
95642341;12/02/2023;134.41;-152.65;2023-02-12
36841261;01/02/2023;-127.65;44.72;2023-02-01
26958171;11/02/2023;19.24;634.49;2023-02-11
35633136;12/02/2023;-128.62;515.11;2023-02-12
75000628;09/02/2023;119.86;-697.25;2023-02-09
28572979;09/02/2023;-48.05;863.98;2023-02-09
41038634;02/02/2023;-37.84;764.24;2023-02-02
16229373;13/02/2023;-153.16;-751.75;2023-02-13
52117174;08/02/2023;-43.73;676.89;2023-02-08
41914097;08/02/2023;-86.91;1016.38;2023-02-08
38764064;13/02/2023;96.51;961.36;2023-02-13
88381437;05/02/2023;-65.54;306.17;2023-02-05
37267391;04/02/2023;102.71;150.06;2023-02-04
88710457;03/02/2023;-49.28;769;2023-02-03
88285378;14/02/2023;-104.53;1301.37;2023-02-14
39529729;13/02/2023;-63.85;316.61;2023-02-13
46073044;11/02/2023;-121.51;412.66;2023-02-11
36871984;31/01/2023;;949.89;2023-01-31
14052052;14/02/2023;-137.73;-565.16;2023-02-14
86624158;10/02/2023;-94.45;820.33;2023-02-10
11333185;07/02/2023;-1440.9;-1025.51;2023-02-07
10783139;09/02/2023;9.69;917.37;2023-02-09
82177278;31/01/2023;;236.32;2023-01-31
17669623;07/02/2023;171.17;477.33;2023-02-07
31319183;31/01/2023;;407.92;2023-01-31
58489789;02/02/2023;-120.72;379.65;2023-02-02
67532228;05/02/2023;-139.34;1557.52;2023-02-05
74768567;11/02/2023;-119.83;315.13;2023-02-11
67153119;01/02/2023;-99.45;472.96;2023-02-01
20015298;13/02/2023;-50.67;385.52;2023-02-13
46730484;13/02/2023;80.9;417.14;2023-02-13
90625637;10/02/2023;-90.09;316.3;2023-02-10
44310966;31/01/2023;;361.02;2023-01-31
62584374;06/02/2023;30.38;393.34;2023-02-06
19705767;13/02/2023;46.08;1006.73;2023-02-13
73328955;06/02/2023;-30.45;374.25;2023-02-06
34027487;11/02/2023;-43.17;-112.68;2023-02-11
11846043;12/02/2023;139.76;-484.02;2023-02-12
87179572;31/01/2023;;527.23;2023-01-31
83891783;02/02/2023;-128.31;-98.71;2023-02-02
84280969;31/01/2023;;161.7;2023-01-31
92221411;02/02/2023;-23.22;703.78;2023-02-02
27845045;01/02/2023;80.9;217.81;2023-02-01
69588947;08/02/2023;-66.6;666.12;2023-02-08
74387481;02/02/2023;-117.73;766.2;2023-02-02
13459523;10/02/2023;166.54;948.28;2023-02-10
68198696;09/02/2023;-37.14;1089.22;2023-02-09
35391237;31/01/2023;;412.06;2023-01-31
70554021;31/01/2023;;44.26;2023-01-31
57897038;06/02/2023;119.61;645.31;2023-02-06
40600852;01/02/2023;32.39;104.95;2023-02-01
37767441;02/02/2023;-15.8;622.47;2023-02-02
93529019;04/02/2023;157.05;620.37;2023-02-04
45021115;10/02/2023;62.01;578.08;2023-02-10
15801209;05/02/2023;-45.42;-731.88;2023-02-05
27870202;07/02/2023;1613.2;2010.41;2023-02-07
83852014;04/02/2023;-61.88;929.03;2023-02-04
39298122;02/02/2023;122.54;864.79;2023-02-02
30977834;05/02/2023;-35.3;854.93;2023-02-05
43387803;06/02/2023;71.54;896.91;2023-02-06
26087369;14/02/2023;-72.4;335.47;2023-02-14
15258886;12/02/2023;-135.05;1817.07;2023-02-12
85771346;07/02/2023;-201.7;257.18;2023-02-07
28606808;07/02/2023;-59.08;-99.25;2023-02-07
60417212;01/02/2023;-69.4;583.91;2023-02-01
88570753;07/02/2023;-99.56;1403.82;2023-02-07
81384411;10/02/2023;-63.87;-1074.7;2023-02-10
82002852;09/02/2023;-61.13;854.54;2023-02-09
12185627;05/02/2023;-80.67;937.74;2023-02-05
85503501;31/01/2023;;13.66;2023-01-31
19429964;04/02/2023;220.77;915.2;2023-02-04
31183587;05/02/2023;1152.5;1821.87;2023-02-05
50624960;04/02/2023;-26.76;-21.73;2023-02-04
15377274;07/02/2023;150.1;928.1;2023-02-07
61682186;10/02/2023;-99.28;989.1;2023-02-10
15522788;05/02/2023;-23.13;337.9;2023-02-05
92287463;01/02/2023;-84.96;172.18;2023-02-01
38957380;07/02/2023;-133.96;-285.63;2023-02-07
38395807;07/02/2023;144.93;608.45;2023-02-07
82263080;12/02/2023;133.67;1762.41;2023-02-12
93039862;14/02/2023;82.7;897.49;2023-02-14
30237685;10/02/2023;831.4;1394.15;2023-02-10
56041976;31/01/2023;;56.45;2023-01-31
39491241;02/02/2023;100;664;2023-02-02
53665038;07/02/2023;-27.75;624.72;2023-02-07
13551717;14/02/2023;-115.32;-2119.32;2023-02-14
29705419;08/02/2023;133.54;484.76;2023-02-08
50132654;14/02/2023;-88.1;902.83;2023-02-14
66586860;11/02/2023;-86.77;1645.59;2023-02-11
37407392;14/02/2023;49.4;746.35;2023-02-14
54458410;10/02/2023;-87.63;894.71;2023-02-10
92015508;11/02/2023;-29.25;268.48;2023-02-11
38429514;12/02/2023;102.95;338.1;2023-02-12
22137086;09/02/2023;-1288.6;-257.67;2023-02-09
74012560;10/02/2023;-150.3;2622.75;2023-02-10
53107499;09/02/2023;-58.86;262.09;2023-02-09
39267013;31/01/2023;;516.74;2023-01-31
80001684;05/02/2023;-539.8;73.77;2023-02-05
14355869;31/01/2023;;329.16;2023-01-31
97542348;06/02/2023;114.33;283.44;2023-02-06
23931414;03/02/2023;-32.07;94.63;2023-02-03
40436811;13/02/2023;-81.01;275.85;2023-02-13
85435135;02/02/2023;-72.58;34.05;2023-02-02
29527534;10/02/2023;-148.63;183.36;2023-02-10
41716822;06/02/2023;158.15;654.27;2023-02-06
78953379;05/02/2023;53.54;-82.72;2023-02-05
40039031;08/02/2023;157.28;-507.8;2023-02-08
35197451;14/02/2023;723.4;1289.12;2023-02-14
29638033;11/02/2023;-89.5;-3490.54;2023-02-11
73321391;14/02/2023;78.83;-237.09;2023-02-14
61860337;31/01/2023;;892.77;2023-01-31
52365238;12/02/2023;92.42;1000.04;2023-02-12
